,e,feat
6803,387,"3.297806984994452, 7.428784669090419, 0.0, 1.0"
2961,388,"1.1224931769648947, 6.771911040327268, 0.0, 1.0"
8451,390,"8.043341602596797, 3.4593881065072765, 0.0, 1.0"
2962,391,"3.2369693619227746, 6.202766462238287, 4.5, 1.4426229508196722"
546,392,"7.413749175024918, 5.8868416555944805, 3.7, 1.2950819672131146"
2964,393,"5.568309129433544, 4.7701976443474905, 3.6, 2.828454332552693"
8453,394,"5.87504033101402, 4.146057902213897, 1.0, 1.0052693208430914"
2965,395,"6.04468537443654, 4.238886886838827, 3.7, 1.015807962529274"
5028,396,"4.4347439233613954, 7.018798612853061, 4.8, 1.411007025761124"
8454,397,"5.930682247964398, 6.063686465787441, 0.0, 1.0"
550,398,"5.505941606644797, 7.677215037356746, 5.0, 1.0895784543325526"
8455,399,"5.296141755626479, 7.730024163346798, 4.2, 1.142271662763466"
2968,400,"7.853463784237704, 4.940069477837369, 0.0, 1.0"
6807,401,"4.464682334480244, 7.022294959324427, 3.2, 1.205503512880562"
552,402,"5.452415356462723, 7.947228937305681, 3.3, 1.1317330210772834"
554,403,"5.034939655278492, 8.064756619453647, 4.8, 1.094847775175644"
6809,404,"1.1698176780212748, 6.680522162696207, 0.0, 1.0"
8459,405,"4.805911881744976, 5.574847774200862, 4.7, 1.911592505854801"
2971,406,"2.3976878075924333, 6.602953547444486, 4.7, 1.1633489461358313"
2972,407,"5.415287011965006, 5.409409630068694, 0.0, 1.0"
6812,408,"5.269196471269424, 5.37070254438072, 3.1, 2.7336065573770494"
6813,409,"1.1729703429635947, 6.748433106633229, 4.4, 1.284543325526932"
6814,410,"5.283862078052323, 6.0492262471343565, 0.0, 1.0"
2975,411,"1.1360753528196028, 7.047882530645211, 0.0, 1.0"
556,412,"6.761583285478537, 4.697231127998975, 4.2, 2.0644028103044496"
605,414,"4.784417088364705, 5.354603413319182, 5.0, 1.0052693208430914"
2979,415,"4.73659492343171, 7.095269690772739, 0.0, 1.0"
613,416,"5.201311784831489, 8.015778194496306, 4.5, 1.6375878220140514"
2983,417,"5.5498229403997925, 4.746110971758526, 4.6, 1.094847775175644"
8472,418,"8.035014662035053, 3.434570290036845, 4.3, 1.5427400468384076"
2992,419,"5.453179711029634, 5.141709102221057, 0.0, 1.0"
2993,420,"5.17802873512818, 6.6315330581091985, 2.4, 1.0263466042154568"
6822,421,"4.567754714412729, 5.492340240954263, 3.6, 2.812646370023419"
647,422,"4.427799250170665, 6.554327550268226, 3.4, 1.4162763466042154"
2995,423,"5.165153765835328, 5.949130185234026, 4.5, 1.1633489461358313"
6824,424,"5.204029886819228, 7.461864411420947, 3.7, 1.015807962529274"
8481,425,"3.50487206585683, 6.125092693709121, 3.8, 1.2740046838407495"
8482,426,"4.428941019687159, 6.98066658415064, 4.3, 1.0210772833723654"
2998,428,"6.242010292197051, 4.086159966613877, 3.3, 1.2423887587822013"
650,429,"3.584050626782755, 5.712143450977237, 4.7, 1.901053864168618"
651,430,"3.2798839419266983, 5.905766780984322, 4.9, 1.39519906323185"
6827,431,"5.568201976924115, 4.27638799587703, 1.4, 1.1844262295081966"
8486,432,"5.877122661446094, 4.15293804828957, 2.7, 5.110070257611241"
6829,433,"4.833934644112844, 5.658964645496553, 3.7, 1.221311475409836"
5057,434,"6.9727534980333985, 6.163315910019492, 4.7, 1.1580796252927401"
5058,435,"5.360007032379542, 5.473275458868102, 0.0, 1.0"
652,437,"3.885680178333587, 6.940510354859498, 4.8, 3.7347775175644027"
3003,438,"4.971295827044798, 5.552103448917933, 0.0, 1.0"
8491,439,"5.483690792781886, 4.728278454641213, 3.0, 2.970725995316159"
8492,440,"4.490283450136246, 7.113365912593508, 3.7, 1.1001170960187354"
5061,441,"3.2376979989866754, 6.20283464756676, 0.0, 1.0"
3006,442,"4.706938680587541, 7.639989955671126, 4.6, 1.0579625292740047"
8494,443,"7.131065377714549, 5.794137540486645, 3.8, 1.7429742388758782"
6833,444,"5.6572933355504915, 4.278868134504364, 4.3, 1.4795081967213115"
667,445,"5.05775837744136, 6.662506448853264, 0.0, 1.0"
8495,446,"4.979137009564056, 6.350360588113517, 5.0, 1.0105386416861826"
8496,447,"6.748074925796914, 5.035379422598908, 4.4, 1.2792740046838407"
8497,448,"5.164209633169378, 5.951423841095902, 4.4, 1.1159250585480094"
6836,450,"5.412573672311112, 5.303835739627402, 3.5, 1.4057377049180328"
5067,451,"7.005730278084741, 5.694579567622895, 4.5, 1.4373536299765808"
677,452,"4.811850511931141, 7.04966931484978, 3.3, 5.215456674473068"
5070,453,"4.850196823285387, 6.036571707415305, 4.5, 1.0421545667447307"
678,454,"2.1434827661063878, 8.25242810966165, 4.7, 3.0866510538641685"
6841,455,"6.098721194329869, 4.024932006357403, 1.6, 1.2950819672131146"
8506,456,"5.179047874550804, 5.367788648484748, 0.0, 1.0"
3025,457,"5.769992773158549, 5.6739276282569335, 4.9, 3.5134660421545667"
3026,458,"1.9974755662515804, 8.25321840226161, 4.7, 1.8694379391100702"
5077,459,"3.4219884092734105, 6.207772744051454, 5.0, 2.322599531615925"
6845,460,"4.675272732901135, 6.133725120570261, 4.3, 1.126463700234192"
8510,461,"5.184893639228676, 6.9372300655124945, 4.4, 1.0263466042154568"
681,463,"7.721832879390149, 6.621794878816445, 4.5, 3.819086651053864"
3029,464,"6.625449594070574, 6.135008319157805, 4.3, 1.0579625292740047"
683,465,"5.421423279001715, 8.64300845717139, 4.2, 1.0526932084309133"
5084,466,"4.520283771593768, 5.50535870959402, 3.8, 1.3741217798594847"
3041,467,"6.051749105970998, 4.557770772427602, 3.9, 2.0011709601873537"
6850,468,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
5089,469,"4.9831826120845335, 5.428071872265036, 2.5, 1.4162763466042154"
5090,470,"6.976622894205093, 5.240163787183064, 3.4, 1.1053864168618266"
3044,471,"4.115972351477751, 6.668216764718409, 4.4, 1.0526932084309133"
699,472,"5.283550145191668, 7.551975019524434, 4.4, 1.9695550351288056"
700,473,"3.8327408857861087, 6.664901971952531, 4.1, 1.8272833723653394"
701,474,"6.064928864623994, 5.054456527335105, 0.0, 1.0"
3046,475,"5.1292457693610345, 5.8735512671519245, 4.8, 3.1024590163934427"
3047,476,"6.259728554913522, 6.581922891977911, 4.9, 1.1791569086651055"
6857,477,"5.533188108611341, 6.756534838047628, 5.0, 1.0052693208430914"
5097,478,"5.199591391764272, 5.3683768496296125, 4.6, 3.239461358313817"
5098,479,"4.214986032472098, 6.416557862233731, 4.7, 3.218384074941452"
6859,480,"5.501960295629942, 5.546174611398328, 4.9, 1.4847775175644027"
8519,481,"5.933886107994681, 6.148019394207495, 5.0, 1.142271662763466"
706,482,"4.664830125570859, 7.843776185630759, 1.0, 1.0052693208430914"
6861,483,"3.098087803941155, 7.088323823898918, 0.0, 1.0"
6862,485,"2.621640123931968, 6.771059955988903, 0.0, 1.0"
8520,486,"6.8818203068292405, 5.082445372324628, 4.7, 1.1053864168618266"
707,487,"6.256677089563198, 4.809668734316119, 3.7, 2.986533957845433"
8522,488,"4.366425864552184, 5.775506515669576, 4.0, 3.5766978922716626"
8523,489,"6.624649522000652, 6.134572918868798, 0.0, 1.0"
5104,490,"6.0696161916172855, 6.189544259123977, 5.0, 1.3688524590163933"
3060,491,"5.519995253540742, 6.970295842173755, 3.6, 1.0737704918032787"
715,492,"4.469042251028213, 3.024025607013755, 4.4, 1.2265807962529274"
716,494,"5.030689272406676, 4.677554320978288, 0.0, 1.0"
6867,495,"5.529692555638974, 5.63161575678032, 4.4, 1.1791569086651055"
6868,496,"3.579073988014102, 5.829414000501629, 5.0, 1.0052693208430914"
733,497,"6.30562435584477, 5.222927686310186, 2.7, 1.1370023419203747"
3080,498,"4.142900967666662, 6.992017387532542, 4.3, 1.690281030444965"
760,499,"5.249360160617698, 7.112561654324054, 4.8, 1.2423887587822013"
6874,500,"6.002148209382369, 4.94559906150721, 0.0, 1.0"
780,501,"4.824696907221437, 6.083129963974216, 0.0, 1.0"
782,502,"5.629761093558898, 5.542693873616599, 4.8, 1.3214285714285714"
6883,503,"4.829800938417918, 5.61463021645136, 2.6, 1.2371194379391102"
794,504,"6.051162148336402, 4.92204554889463, 4.0, 6.311475409836065"
3105,505,"5.933906347913137, 6.045080086269536, 3.7, 1.6692037470725996"
8540,506,"5.476154399622658, 5.486995497029966, 5.0, 1.0526932084309133"
5147,507,"6.9727534980333985, 6.163315910019492, 4.7, 1.1580796252927401"
6894,508,"6.5388584606629365, 5.06296244165901, 0.0, 1.0"
829,509,"4.638898027719165, 4.7716155705713845, 3.5, 1.6639344262295082"
8542,510,"4.734710229850123, 7.863954935248557, 1.0, 1.0052693208430914"
5159,511,"6.165896293039111, 4.7487135153726285, 4.7, 1.0368852459016393"
3126,512,"4.520283771593768, 5.50535870959402, 3.8, 1.3741217798594847"
3131,513,"5.69816249320877, 4.7000316555179324, 3.7, 1.015807962529274"
866,514,"5.309662021142401, 7.887176557829434, 5.0, 1.3108899297423888"
6902,515,"6.684547774739997, 6.170066257518329, 5.0, 1.0105386416861826"
867,516,"4.507286172206818, 5.64252376628383, 5.0, 1.0052693208430914"
6906,517,"5.1313150033753345, 5.3438662778917205, 3.5, 1.2898126463700235"
6907,518,"3.209935974391385, 6.185702878461598, 4.0, 1.173887587822014"
5175,519,"5.437191366047671, 5.453005521642581, 3.0, 1.0052693208430914"
3146,520,"5.1875653084624105, 5.597775296209193, 3.6, 3.3185011709601873"
6914,521,"6.200535127568969, 5.8625298892714, 4.9, 1.8747072599531616"
872,522,"4.4846127012235115, 7.47594016340372, 3.5, 1.205503512880562"
8556,523,"4.570238271463381, 5.498928750987034, 4.4, 1.0737704918032787"
8557,524,"5.174111715618892, 5.612159114434235, 5.0, 1.1475409836065573"
873,525,"5.777143417284208, 3.6179411755042565, 0.0, 1.0"
8558,526,"3.6940069601508867, 5.6810090442770615, 4.6, 1.3214285714285714"
6919,527,"5.76884981305858, 5.658677938513847, 0.0, 1.0"
8560,529,"5.159048453967955, 6.647835102135559, 4.2, 2.306791569086651"
3156,530,"5.123763132631439, 6.456494748360456, 4.8, 3.8875878220140514"
5188,531,"3.4334430125254016, 6.114967583216185, 4.9, 3.049765807962529"
5191,532,"6.749057157132825, 2.07277537836012, 0.0, 1.0"
5192,533,"4.835040696126214, 7.589099876992577, 0.0, 1.0"
878,534,"5.565512448938932, 6.987601771394566, 4.6, 1.6692037470725996"
3159,535,"5.382359045834846, 4.817960234535576, 2.2, 2.69672131147541"
3167,536,"7.895274693395038, 4.917541209678802, 3.8, 4.335480093676814"
6930,537,"5.975131490019066, 3.8035284948950903, 2.5, 1.173887587822014"
8571,538,"5.253883187096619, 5.271125676787278, 3.9, 1.0579625292740047"
5198,539,"6.374444840864669, 5.637289926206449, 2.2, 1.1370023419203747"
6931,540,"5.183930457227802, 6.603028304852614, 0.0, 1.0"
6932,541,"4.64403301408521, 6.8863482019337425, 4.8, 1.0895784543325526"
5200,542,"5.305179474500278, 7.757856921440634, 5.0, 1.0105386416861826"
6934,543,"5.838221538210121, 7.039052119878988, 4.8, 1.7587822014051522"
6935,544,"5.930641768127543, 6.153321419613121, 0.0, 1.0"
902,545,"4.642940058489444, 6.068293493750389, 0.0, 1.0"
8575,546,"7.021872208329853, 6.253604785788639, 3.2, 1.221311475409836"
8576,547,"5.0814640842647805, 6.0662873663814025, 4.9, 1.658665105386417"
6938,548,"5.228445181371512, 6.612006587414726, 0.0, 1.0"
8578,549,"5.228521378711491, 6.610993665610295, 5.0, 1.0052693208430914"
8579,550,"5.9745933463054826, 3.8352067412013184, 4.1, 1.126463700234192"
8583,551,"4.4032637066911775, 7.014352600845768, 0.0, 1.0"
904,552,"2.948581479363554, 6.373964212834608, 4.8, 3.360655737704918"
8584,553,"5.723639788187484, 6.138878452669587, 4.4, 1.1159250585480094"
3177,554,"5.011789950920388, 7.654653087289262, 3.6, 1.2371194379391102"
3179,555,"4.843502172616525, 6.098642536910347, 3.0, 1.3530444964871196"
3180,556,"4.728579915730563, 6.093948428889462, 0.0, 1.0"
3183,557,"5.241773762954097, 6.3334662353922795, 4.5, 2.2066744730679155"
8590,558,"5.289236371689185, 5.273290355582503, 0.0, 1.0"
8592,559,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
3198,560,"6.165896293039111, 4.7487135153726285, 4.7, 1.0368852459016393"
5224,561,"2.6046112090257907, 7.763425116079361, 4.5, 1.0737704918032787"
6950,562,"5.291808031914002, 6.090851336268088, 5.0, 1.0105386416861826"
915,563,"3.6479028071180437, 6.318334843086177, 1.0, 1.0052693208430914"
921,564,"3.504118426540913, 6.116565420125653, 3.3, 1.3741217798594847"
8597,565,"3.9223834845441274, 6.639232249633778, 5.0, 1.0368852459016393"
922,566,"5.555986590855639, 8.205539606091406, 4.7, 3.033957845433255"
3204,567,"5.388685806221531, 6.117096115572167, 0.0, 1.0"
6955,568,"3.4469739932923744, 7.213836583044213, 3.8, 1.031615925058548"
923,569,"2.614156116443894, 6.612302331007186, 0.0, 1.0"
8600,570,"5.682911119374751, 6.6314270833220235, 0.0, 1.0"
8602,571,"5.699774543183082, 5.979081617564134, 4.7, 1.1053864168618266"
928,572,"5.044990560657709, 5.936636661471084, 4.5, 1.4373536299765808"
6962,573,"3.9538851317162766, 6.660962831602546, 3.4, 1.4057377049180328"
8604,574,"5.064138714082674, 6.077937199395819, 2.8, 1.0210772833723654"
8605,575,"5.265962846653338, 5.523683311189188, 4.0, 1.6797423887587821"
5232,576,"5.2711847456100145, 5.236540106664734, 5.0, 1.0105386416861826"
5234,577,"5.955946428507673, 5.212845294336148, 4.7, 2.3278688524590163"
6969,578,"7.140538850126632, 6.28647257854459, 4.3, 1.031615925058548"
930,579,"1.7924237619818086, 7.275199270937264, 0.0, 1.0"
3211,580,"4.497903184136135, 7.0101062157634715, 3.3, 1.5743559718969555"
3212,581,"5.882688639016294, 3.5854989249171467, 0.0, 1.0"
3213,582,"5.034452706652644, 6.050139766231041, 3.8, 1.2634660421545667"
6970,583,"6.53532004668682, 6.527618617825965, 3.4, 2.8811475409836067"
6971,584,"4.219776940224449, 6.987289597602512, 3.4, 1.0263466042154568"
5242,585,"5.18828918319241, 5.599717345799945, 5.0, 1.0052693208430914"
6973,586,"3.4985393525529958, 6.890990554825976, 4.7, 1.015807962529274"
932,587,"5.728442601774134, 5.63915803989903, 4.6, 4.735948477751757"
3217,588,"5.085154892921025, 6.461809096415664, 5.0, 1.2107728337236534"
3218,589,"3.7164923189510546, 5.667653756546088, 4.8, 1.3741217798594847"
3219,590,"6.849072118798006, 1.0, 3.4, 1.1317330210772834"
934,591,"6.408582439767542, 6.3257103596790785, 3.7, 1.142271662763466"
3221,592,"6.292455312442883, 6.859516042994528, 3.7, 1.1211943793911008"
5246,593,"4.569082214945638, 5.4946265032263, 2.3, 2.3647540983606556"
8613,594,"4.470245930883493, 3.065309769506257, 1.7, 1.031615925058548"
5247,595,"5.139284768905895, 5.970767936575157, 1.7, 1.015807962529274"
8616,596,"4.847250129277597, 6.096915722934227, 4.4, 1.0368852459016393"
5249,597,"5.435050697027123, 4.521747559841515, 0.0, 1.0"
936,598,"4.556644189774204, 6.713734168133669, 3.8, 1.379391100702576"
6981,599,"5.928033199816014, 6.1524325458156, 3.7, 1.8905152224824355"
5252,600,"5.730958304577655, 5.347324834903702, 4.3, 1.1211943793911008"
6987,601,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
938,602,"4.956369482489151, 3.259673280004563, 3.4, 1.4320843091334894"
6988,603,"4.147079915532288, 7.005368567713731, 0.0, 1.0"
5254,604,"5.647982973069418, 4.636005632272372, 4.8, 2.712529274004684"
6990,605,"5.111684663658366, 5.944973344739537, 4.2, 1.1159250585480094"
940,606,"3.733751016460758, 7.004521590925151, 3.5, 1.2950819672131146"
6991,607,"4.750160431118275, 5.5216287147311505, 0.0, 1.0"
5257,608,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
3232,609,"6.855045275903876, 5.653766951858415, 4.7, 1.1528103044496487"
959,610,"6.5698052959533015, 5.8977784179471655, 5.0, 1.031615925058548"
3242,611,"4.637415751339574, 5.446200954484993, 4.3, 1.0474238875878221"
3243,612,"6.75974859640138, 6.222127809427093, 4.8, 1.2318501170960188"
5265,613,"5.274326695301568, 7.54743946292956, 5.0, 1.0685011709601873"
3244,614,"4.978635773936844, 7.117578615766661, 4.8, 1.0210772833723654"
8632,615,"6.1416679200864905, 4.774477711338932, 3.9, 1.1475409836065573"
962,616,"6.874381541511923, 1.0453194195101787, 0.0, 1.0"
7000,618,"6.535904623154636, 6.5279989769462645, 3.0, 1.0210772833723654"
3246,619,"6.036692987820686, 5.707451807486223, 4.5, 1.7482435597189694"
8635,620,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
8637,621,"2.7407329945992274, 8.220867339282677, 3.2, 1.031615925058548"
3250,622,"2.078888852289481, 9.608507776413262, 2.4, 1.5163934426229508"
8638,623,"4.154113882480772, 6.360274570541833, 4.8, 1.5058548009367683"
3254,624,"4.869623573234605, 7.698644946672857, 0.0, 1.0"
965,625,"6.2713034070927165, 6.237764430370362, 3.7, 1.031615925058548"
5275,626,"4.810353948550244, 6.7586362605741215, 4.5, 1.3741217798594847"
966,627,"2.3706377518927297, 6.610034963464614, 4.2, 2.290983606557377"
967,628,"4.1741323523984875, 2.7961387387961167, 4.1, 1.2740046838407495"
8640,629,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
7008,630,"4.353047278465226, 6.3401812579616035, 4.3, 1.9748243559718968"
969,631,"4.35085422377324, 3.6464377136610437, 2.0, 2.370023419203747"
970,632,"5.142223128829528, 5.203585233851072, 0.0, 1.0"
971,633,"5.0219087195554835, 5.304006613702995, 4.3, 3.192037470725995"
5285,634,"5.467882225899018, 4.517072346550094, 4.3, 1.2476580796252927"
8648,635,"3.582808848257571, 5.693640581716636, 4.8, 2.6124121779859486"
3275,636,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
5295,637,"1.820841798050992, 7.1819734969926685, 0.0, 1.0"
986,638,"6.595876692067122, 3.833273728220547, 2.4, 1.5163934426229508"
987,639,"6.424525542578692, 6.050925951281215, 4.0, 1.1211943793911008"
7014,640,"5.707114490075071, 6.6044445880565945, 3.9, 1.0843091334894615"
7015,641,"5.0384221118331425, 6.01606681833573, 3.7, 1.015807962529274"
8651,642,"4.9698266470828685, 5.4553460035731405, 4.4, 2.401639344262295"
7017,643,"4.984589881707677, 5.211479944750636, 4.1, 1.9221311475409837"
5300,644,"4.728029866182453, 7.860969567984284, 0.0, 1.0"
7019,645,"5.226396187275611, 5.647693528582522, 2.0, 1.0368852459016393"
7020,646,"1.1360753528196028, 7.047882530645211, 4.6, 1.0526932084309133"
5302,647,"9.142310835142666, 2.2838245780451416, 5.0, 1.0685011709601873"
3280,649,"5.487623289875785, 4.711829360328693, 3.0, 1.0052693208430914"
5307,650,"5.519149939300291, 4.53942727610297, 3.8, 1.1001170960187354"
3283,651,"2.622103260889105, 8.478912660345031, 4.6, 1.2740046838407495"
5310,652,"3.885680178333587, 6.940510354859498, 4.8, 3.7347775175644027"
3284,653,"4.693977989287191, 7.63529338312037, 4.4, 2.875878220140515"
7027,654,"4.670824713178604, 5.738796520741062, 0.0, 1.0"
5314,655,"5.967071240147504, 5.367586557029654, 0.0, 1.0"
8671,656,"5.228376127532101, 5.84059803735795, 3.0, 1.0105386416861826"
7032,657,"5.534389407299784, 6.938416325922617, 3.7, 1.0474238875878221"
5315,658,"5.4595850499231915, 6.170165660225621, 5.0, 1.0052693208430914"
3298,659,"5.714677076069961, 8.074575306724455, 5.0, 2.0802107728337234"
5318,660,"1.7192243110789036, 7.9983983293773235, 4.7, 2.196135831381733"
8675,661,"4.557928829303364, 5.801831802951483, 5.0, 1.0685011709601873"
8676,662,"5.706810891298687, 6.601588197859201, 0.0, 1.0"
7039,663,"4.466270572785675, 3.0316820800194364, 2.2, 2.0802107728337234"
3301,664,"5.3925575835600625, 4.530211577156706, 4.7, 1.0368852459016393"
5323,665,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
3305,666,"5.993168829097101, 5.673825761019543, 0.0, 1.0"
3316,667,"6.0696161916172855, 6.189544259123977, 5.0, 1.3688524590163933"
7049,668,"4.491443078404359, 6.043833855631192, 5.0, 1.0052693208430914"
7051,669,"5.500630413930196, 5.490358758884668, 3.2, 1.0474238875878221"
3323,670,"4.572052720622139, 5.625857793336536, 2.9, 1.0526932084309133"
1029,671,"6.8530677168141665, 5.64789069097742, 4.4, 1.2581967213114753"
5332,672,"3.4748943654846016, 5.800486991115804, 3.8, 2.601873536299766"
3337,673,"5.248023135417441, 5.769779769604838, 2.9, 1.1791569086651055"
5343,674,"5.2711847456100145, 5.236540106664734, 5.0, 1.0105386416861826"
3351,676,"6.778824124236678, 6.224635057883688, 0.0, 1.0"
8687,677,"4.672211742883405, 3.0802431779072776, 2.6, 2.338407494145199"
8688,678,"4.564255589690106, 5.68134750638842, 3.9, 1.4268149882903982"
3352,679,"4.804634385716611, 3.2133113643308207, 2.7, 3.1814988290398127"
8689,680,"3.772880731716782, 6.070752273117932, 3.7, 1.015807962529274"
1041,681,"1.2394691902803743, 6.868876327696853, 4.6, 1.1949648711943794"
3353,682,"3.7144980916931445, 6.92017058928559, 2.9, 1.1528103044496487"
8690,683,"5.184774580884891, 7.238161493526832, 0.0, 1.0"
1043,684,"6.721103448604367, 4.692285637924442, 4.7, 1.0737704918032787"
1044,685,"5.20633247518731, 7.51278570747877, 3.6, 6.221896955503513"
3355,686,"5.1875653084624105, 5.597775296209193, 3.6, 3.3185011709601873"
3365,687,"6.012794406480452, 4.93175168929838, 5.0, 1.0052693208430914"
3367,688,"5.712203043686884, 5.33710689378313, 3.5, 1.6428571428571428"
7060,689,"5.018827489619241, 4.518738368788036, 4.1, 1.142271662763466"
1108,690,"4.897453461085661, 5.155293591236386, 4.4, 1.3846604215456675"
7066,691,"7.227502636150291, 5.092044716431246, 4.6, 1.110655737704918"
3370,692,"5.569624724131927, 6.691551755676301, 4.5, 2.5966042154566744"
3372,693,"5.297349007231958, 6.814622987163602, 4.8, 2.1065573770491803"
1112,694,"6.218378401546545, 3.535441857357455, 4.6, 2.8969555035128804"
7067,695,"2.6862495153333725, 8.201171637532298, 3.7, 1.031615925058548"
3374,696,"2.6862495153333725, 8.201171637532298, 4.1, 1.0843091334894615"
8700,697,"6.7638477751766, 2.1866095516418227, 3.3, 5.262880562060889"
1115,698,"5.748845630142114, 4.261085729495335, 5.0, 1.015807962529274"
1116,699,"5.629761093558898, 5.542693873616599, 4.8, 1.3214285714285714"
7070,700,"5.045693004885834, 5.413402990077202, 2.1, 1.0579625292740047"
3379,701,"4.688901341509791, 4.810559251133327, 5.0, 1.0052693208430914"
1118,702,"6.216685391898466, 5.209865677641574, 0.0, 1.0"
3381,703,"6.165896293039111, 4.7487135153726285, 4.7, 1.0368852459016393"
3382,704,"6.5650893949575675, 5.373818531731786, 5.0, 1.0105386416861826"
7073,705,"4.154113882480772, 6.360274570541833, 4.8, 1.5058548009367683"
1122,706,"2.6327970813244974, 7.845234365843453, 4.1, 2.2540983606557377"
5369,707,"3.584050626782755, 5.712143450977237, 4.7, 1.901053864168618"
1129,708,"4.9417300685420855, 5.623768693459624, 4.4, 3.5766978922716626"
5375,709,"5.057758377441189, 6.662505627343307, 5.0, 1.0105386416861826"
5379,710,"5.245431235274111, 6.609514947647767, 4.4, 1.1475409836065573"
1134,711,"5.283253689915739, 6.08188209031573, 3.1, 1.1528103044496487"
8709,712,"7.854055504206144, 4.909134698062189, 4.5, 1.110655737704918"
1136,713,"9.102906095112473, 2.3070470221359756, 5.0, 1.0052693208430914"
8710,715,"6.076238216696538, 3.8726897770204687, 3.4, 1.4215456674473068"
5383,716,"4.073495906179062, 6.616306370645589, 5.0, 1.490046838407494"
3396,717,"4.920343618254606, 4.68926576724084, 3.2, 1.6850117096018735"
8711,718,"5.2137760028382445, 5.964144101613101, 0.0, 1.0"
3398,719,"5.585042779647154, 5.519962692493664, 4.6, 2.101288056206089"
5387,720,"3.425223224473143, 7.070869201371806, 2.8, 1.1317330210772834"
8712,721,"4.987733021982535, 6.1133763183865995, 0.0, 1.0"
1142,722,"2.6198744886941085, 6.767112600539122, 4.0, 1.0052693208430914"
1143,723,"3.271553429614528, 7.476655698595778, 4.4, 1.6375878220140514"
3400,724,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
1145,725,"4.5412189907583524, 3.8381288521973147, 4.4, 1.0421545667447307"
7094,726,"6.0849342381238785, 3.8520583754038853, 5.0, 1.0105386416861826"
3404,727,"4.053119070646517, 7.707712773823005, 5.0, 1.0105386416861826"
1152,728,"4.127132880620536, 6.572063950718302, 0.0, 1.0"
8716,729,"3.2394862553096004, 7.407750727583789, 3.9, 1.3214285714285714"
8717,730,"4.147079915532288, 7.005368567713731, 0.0, 1.0"
5396,731,"5.706810891298687, 6.601588197859201, 0.0, 1.0"
1158,732,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
5404,733,"5.290948430672074, 5.448477358637319, 4.7, 1.031615925058548"
5405,734,"5.289597118470681, 5.448676164052358, 3.8, 1.031615925058548"
8725,735,"5.150608407979519, 5.6426601369403215, 3.8, 1.2423887587822013"
3428,736,"5.183035138482751, 6.969452972935187, 5.0, 1.1211943793911008"
3429,737,"5.2834429926822395, 7.551516616955951, 0.0, 1.0"
5409,738,"4.482473222786382, 7.007624434116451, 3.4, 1.0737704918032787"
7109,739,"1.283115979098227, 6.673061209065509, 3.5, 3.3975409836065573"
3443,740,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
3448,741,"5.607500755028411, 6.99938633204556, 3.8, 2.164519906323185"
1179,742,"4.355629653941094, 3.1747184685300454, 2.1, 6.026932084309133"
3449,743,"7.1778791184761985, 6.315089057158502, 3.2, 1.5058548009367683"
3450,744,"5.469241872184568, 5.241354976652701, 3.9, 4.103629976580796"
3451,745,"6.796968615823857, 2.2413262238032985, 3.8, 1.7851288056206087"
7116,746,"5.018827489619241, 4.518738368788036, 4.1, 1.142271662763466"
8742,747,"4.198410729855482, 2.866823921932564, 2.4, 1.205503512880562"
8743,748,"3.866128417123207, 6.619173440472878, 0.0, 1.0"
8744,749,"5.4378247564364415, 6.13393131957514, 4.1, 1.1633489461358313"
3459,750,"5.880003873364842, 5.052271310790502, 5.0, 1.0052693208430914"
1194,751,"2.749763569972515, 8.223837919367043, 3.4, 4.604215456674472"
3496,752,"6.669351167744139, 5.890545844090639, 3.3, 1.3056206088992974"
3499,753,"7.044523058227867, 5.137481611868225, 0.0, 1.0"
3500,754,"5.095235562886103, 5.334569249457445, 5.0, 1.0105386416861826"
1200,755,"5.2682475762698004, 7.2571137287461625, 3.7, 1.8062060889929743"
7134,756,"4.527321310292791, 5.840423877242301, 5.0, 1.0474238875878221"
8756,757,"5.632795890740965, 5.54498177890855, 3.7, 1.205503512880562"
8762,758,"5.310624012560083, 5.888501927262496, 5.0, 1.4004683840749415"
8763,759,"5.285407455354175, 6.085537809723064, 0.0, 1.0"
7145,760,"3.0926277882970226, 7.080623810864381, 4.5, 2.449063231850117"
7146,762,"6.054668416559707, 4.006581116442931, 3.7, 1.7377049180327868"
8764,763,"5.410730649149855, 6.090373217460183, 0.0, 1.0"
3507,764,"6.051749105970998, 4.557770772427602, 3.9, 2.0011709601873537"
1203,765,"4.19362815618706, 6.6671685179851465, 0.0, 1.0"
1209,766,"5.283862078052323, 6.0492262471343565, 0.0, 1.0"
5435,767,"5.201834450960462, 7.240503618477533, 3.4, 1.268735362997658"
5440,768,"5.9324395491182145, 5.317406262973009, 0.0, 1.0"
8767,769,"5.602806284534324, 4.271389929163888, 0.0, 1.0"
